Organization ID	Monitoring Location ID	Monitoring Location Name	Activity ID	Activity Start Date	Activity Type	Media	Media Subdivision	Last Changed
HUIWAIOLA_WQX	KCP	Cove Park	KCP190226:FM:PS:PH:	02-26-2019	Field Msr/Obs	Water		08-09-2021 8:58:43 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190226:FM:PS:TS:	02-26-2019	Field Msr/Obs	Water		08-09-2021 8:58:43 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190226:FM:WB:	02-26-2019	Field Msr/Obs	Water		08-09-2021 8:58:43 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190226:SR:WB:	02-26-2019	Sample-Routine	Water		08-09-2021 8:58:43 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190319:FM:PS:DO:	03-19-2019	Field Msr/Obs	Water		08-09-2021 8:58:48 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190319:FM:PS:PH:	03-19-2019	Field Msr/Obs	Water		08-09-2021 8:58:48 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190319:FM:PS:TS:	03-19-2019	Field Msr/Obs	Water		08-09-2021 8:58:48 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190319:FM:WB:	03-19-2019	Field Msr/Obs	Water		08-09-2021 8:58:48 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190319:SR:WB:	03-19-2019	Sample-Routine	Water		08-09-2021 8:58:48 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190409:FM:PS:DO:	04-09-2019	Field Msr/Obs	Water		08-09-2021 8:58:54 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190409:FM:PS:PH:	04-09-2019	Field Msr/Obs	Water		08-09-2021 8:58:54 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190409:FM:PS:TS:	04-09-2019	Field Msr/Obs	Water		08-09-2021 8:58:54 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190409:FM:WB:	04-09-2019	Field Msr/Obs	Water		08-09-2021 8:58:54 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190409:SR:WB:	04-09-2019	Sample-Routine	Water		08-09-2021 8:58:54 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190430:FM:PS:DO:	04-30-2019	Field Msr/Obs	Water		08-09-2021 8:59:00 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190430:FM:PS:PH:	04-30-2019	Field Msr/Obs	Water		08-09-2021 8:59:00 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190430:FM:PS:TS:	04-30-2019	Field Msr/Obs	Water		08-09-2021 8:59:00 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190430:FM:WB:	04-30-2019	Field Msr/Obs	Water		08-09-2021 8:59:00 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190430:SR:WB:	04-30-2019	Sample-Routine	Water		08-09-2021 8:59:00 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190521:FM:PS:DO:	05-21-2019	Field Msr/Obs	Water		08-09-2021 8:59:05 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190521:FM:PS:PH:	05-21-2019	Field Msr/Obs	Water		08-09-2021 8:59:05 AM
