OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityTypeCode	ActivityMediaName	ActivityMediaSubdivisionName	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	ActivityEndDate	ActivityEndTime/Time	ActivityEndTime/TimeZoneCode	ActivityDepthHeightMeasure/MeasureValue	ActivityDepthHeightMeasure/MeasureUnitCode	ActivityDepthAltitudeReferencePointText	ActivityTopDepthHeightMeasure/MeasureValue	ActivityTopDepthHeightMeasure/MeasureUnitCode	ActivityBottomDepthHeightMeasure/MeasureValue	ActivityBottomDepthHeightMeasure/MeasureUnitCode	ProjectIdentifier	ActivityConductingOrganizationText	MonitoringLocationIdentifier	ActivityCommentText	SampleAquifer	HydrologicCondition	HydrologicEvent	SampleCollectionMethod/MethodIdentifier	SampleCollectionMethod/MethodIdentifierContext	SampleCollectionMethod/MethodName	SampleCollectionEquipmentName	ResultDetectionConditionText	CharacteristicName	ResultSampleFractionText	ResultMeasureValue	ResultMeasure/MeasureUnitCode	MeasureQualifierCode	ResultStatusIdentifier	StatisticalBaseCode	ResultValueTypeName	ResultWeightBasisText	ResultTimeBasisText	ResultTemperatureBasisText	ResultParticleSizeBasisText	PrecisionValue	ResultCommentText	USGSPCode	ResultDepthHeightMeasure/MeasureValue	ResultDepthHeightMeasure/MeasureUnitCode	ResultDepthAltitudeReferencePointText	SubjectTaxonomicName	SampleTissueAnatomyName	ResultAnalyticalMethod/MethodIdentifier	ResultAnalyticalMethod/MethodIdentifierContext	ResultAnalyticalMethod/MethodName	MethodDescriptionText	LaboratoryName	AnalysisStartDate	ResultLaboratoryCommentText	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	PreparationStartDate	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP170419PO4	Sample-Routine	Water		2017-04-19	08:18:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	4.45	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH170419Si	Sample-Routine	Water		2017-04-19	08:18:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	261.11	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OUB170511TP	Sample-Routine	Water		2017-05-11	07:00:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	11.57	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO160614T	Field Msr/Obs	Water		2016-06-14	08:03:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO										Temperature, water		25.7	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP170913TN	Sample-Routine	Water		2017-09-13	09:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	53.95	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO170912TN	Sample-Routine	Water		2017-09-12	08:22:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	84.72	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OUB170914Si	Sample-Routine	Water		2017-09-14	08:07:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	131.29	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF170329-N-1TN	Sample-Routine	Water		2017-03-29	08:21:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	73.6996269722288	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO170330-N-1P	Sample-Routine	Water		2017-03-30	07:42:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	4.76570444566203	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB170330-N-1NH4	Sample-Routine	Water		2017-03-30	09:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	8.28713502061013	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT161130TB	Field Msr/Obs	Water		2016-11-30	08:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT										Turbidity		12.5	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OUB160714Si	Sample-Routine	Water		2016-07-14	09:00:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	74.21	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP170125Si	Sample-Routine	Water		2017-01-25	10:30:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	123.12	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU161214DOp	Field Msr/Obs	Water		2016-12-14	09:35:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU										Dissolved oxygen (DO)		101.8	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO161213pH	Field Msr/Obs	Water		2016-12-13	07:36:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO										pH		7.95	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161201TB	Field Msr/Obs	Water		2016-12-01	07:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Turbidity		4.52	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB170126NH4	Sample-Routine	Water		2017-01-26	08:55:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	4.68	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OSF170215S	Field Msr/Obs	Water		2017-02-15	10:11:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OSF										Conductivity		34.9	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA170103PO4	Sample-Routine	Water		2017-01-03	10:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	5.84	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP161130TN	Sample-Routine	Water		2016-11-30	08:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	68.25	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161201TN	Sample-Routine	Water		2016-12-01	07:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	75	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS170103TN	Sample-Routine	Water		2017-01-03	09:10:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	85.83	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB161117Si	Sample-Routine	Water		2016-11-17	09:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	81.36	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161117TN	Sample-Routine	Water		2016-11-17	08:25:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	58.76	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO161117NH4	Sample-Routine	Water		2016-11-17	08:05:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	1.56	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB161117NH4	Sample-Routine	Water		2016-11-17	09:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle	Not Detected	Ammonia-nitrogen	Dissolved		ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/				Method Detection Level	1.5	ug/l		STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA170103TP	Sample-Routine	Water		2017-01-03	10:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	11.24	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB170124NH4	Sample-Routine	Water		2017-01-24	08:50:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	7.68	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF170125pH	Field Msr/Obs	Water		2017-01-25	08:22:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										pH		7.85	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU161130TP	Sample-Routine	Water		2016-11-30	08:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	5.64	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB161213T	Field Msr/Obs	Water		2016-12-13	08:46:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB										Temperature, water		25.3	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP161214T	Field Msr/Obs	Water		2016-12-14	09:54:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Temperature, water		24.9	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT160810PO4	Sample-Routine	Water		2016-08-10	08:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	5.83	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPP160811NNN	Sample-Routine	Water		2016-08-11	09:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	3.06	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP160824T	Field Msr/Obs	Water		2016-08-24	09:38:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Temperature, water		28.6	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT160824DO	Field Msr/Obs	Water		2016-08-24	08:42:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT										Dissolved oxygen (DO)		5.84	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160825DOp	Field Msr/Obs	Water		2016-08-25	08:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Dissolved oxygen (DO)		86.2	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS160823PO4	Sample-Routine	Water		2016-08-23	07:39:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	8.59	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO160630NNN	Sample-Routine	Water		2016-06-30	07:33:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	1.74	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160825TB	Field Msr/Obs	Water		2016-08-25	08:25:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB										Turbidity		5.75	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB160906TB	Field Msr/Obs	Water		2016-09-06	08:10:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB										Turbidity		1.45	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU160824NNN	Sample-Routine	Water		2016-08-24	09:13:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	6.64	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH160907TN	Sample-Routine	Water		2016-09-07	08:19:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	71.64	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH160727Si	Sample-Routine	Water		2016-07-27	08:05:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	408.47	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160908Si	Sample-Routine	Water		2016-09-08	08:20:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	74.29	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF160907T	Field Msr/Obs	Water		2016-09-07	07:48:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										Temperature, water		27.1	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF160629TB	Field Msr/Obs	Water		2016-06-29	07:43:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										Turbidity		1.65	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO160809S	Field Msr/Obs	Water		2016-08-09	07:20:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO										Conductivity		34.4	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160714NNN	Sample-Routine	Water		2016-07-14	09:25:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	3.02	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS160712TP	Sample-Routine	Water		2016-07-12	07:49:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	14.52	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP160727PO4	Sample-Routine	Water		2016-07-27	09:39:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	4.47	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160728NNN	Sample-Routine	Water		2016-07-28	09:10:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	1.02	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF161019DO	Field Msr/Obs	Water		2016-10-19	08:21:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										Dissolved oxygen (DO)		6.26	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH161019DO	Field Msr/Obs	Water		2016-10-19	08:51:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH										Dissolved oxygen (DO)		6.12	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OSF161102TN	Sample-Routine	Water		2016-11-02	10:17:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OSF					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	69.27	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161006S	Field Msr/Obs	Water		2016-10-06	08:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Conductivity		35	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP161005TB	Field Msr/Obs	Water		2016-10-05	10:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Turbidity		3.36	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA161004TN	Sample-Routine	Water		2016-10-04	08:53:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	67.41	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161006NH4	Sample-Routine	Water		2016-10-06	08:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	2.87	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160922T	Field Msr/Obs	Water		2016-09-22	08:21:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Temperature, water		27	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160922Si	Sample-Routine	Water		2016-09-22	08:21:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	270.22	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM161103T	Field Msr/Obs	Water		2016-11-03	07:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM										Temperature, water		24.9	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA161004NH4	Sample-Routine	Water		2016-10-04	08:53:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	1.76	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
