OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityTypeCode	ActivityMediaName	ActivityMediaSubdivisionName	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	ActivityEndDate	ActivityEndTime/Time	ActivityEndTime/TimeZoneCode	ActivityDepthHeightMeasure/MeasureValue	ActivityDepthHeightMeasure/MeasureUnitCode	ActivityDepthAltitudeReferencePointText	ActivityTopDepthHeightMeasure/MeasureValue	ActivityTopDepthHeightMeasure/MeasureUnitCode	ActivityBottomDepthHeightMeasure/MeasureValue	ActivityBottomDepthHeightMeasure/MeasureUnitCode	ProjectIdentifier	ActivityConductingOrganizationText	MonitoringLocationIdentifier	ActivityCommentText	SampleAquifer	HydrologicCondition	HydrologicEvent	SampleCollectionMethod/MethodIdentifier	SampleCollectionMethod/MethodIdentifierContext	SampleCollectionMethod/MethodName	SampleCollectionEquipmentName	ResultDetectionConditionText	CharacteristicName	ResultSampleFractionText	ResultMeasureValue	ResultMeasure/MeasureUnitCode	MeasureQualifierCode	ResultStatusIdentifier	StatisticalBaseCode	ResultValueTypeName	ResultWeightBasisText	ResultTimeBasisText	ResultTemperatureBasisText	ResultParticleSizeBasisText	PrecisionValue	ResultCommentText	USGSPCode	ResultDepthHeightMeasure/MeasureValue	ResultDepthHeightMeasure/MeasureUnitCode	ResultDepthAltitudeReferencePointText	SubjectTaxonomicName	SampleTissueAnatomyName	ResultAnalyticalMethod/MethodIdentifier	ResultAnalyticalMethod/MethodIdentifierContext	ResultAnalyticalMethod/MethodName	MethodDescriptionText	LaboratoryName	AnalysisStartDate	ResultLaboratoryCommentText	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	PreparationStartDate	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP161130TB	Field Msr/Obs	Water		2016-11-30	08:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Turbidity		1.44	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF170125PO4	Sample-Routine	Water		2017-01-25	08:22:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	15.38	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP170125PO4	Sample-Routine	Water		2017-01-25	10:30:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	17.99	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO170124NNN	Sample-Routine	Water		2017-01-24	07:38:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	327.13	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA170124NNN	Sample-Routine	Water		2017-01-24	09:07:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	56.58	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM161117pH	Field Msr/Obs	Water		2016-11-17	07:45:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM										pH		8.07	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO161103NNN	Sample-Routine	Water		2016-11-03	07:37:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	3.92	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB170103T	Field Msr/Obs	Water		2017-01-03	09:55:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB										Temperature, water		24.9	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OSF170104S	Field Msr/Obs	Water		2017-01-04	10:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OSF										Conductivity		35	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP161116TP	Sample-Routine	Water		2016-11-16	10:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	3.95	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB161117TP	Sample-Routine	Water		2016-11-17	09:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	7.25	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO170124DOp	Field Msr/Obs	Water		2017-01-24	07:38:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO										Dissolved oxygen (DO)		96.4	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161117T	Field Msr/Obs	Water		2016-11-17	08:25:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Temperature, water		24.5	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS161129PO4	Sample-Routine	Water		2016-11-29	07:41:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	4.61	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF160824pH	Field Msr/Obs	Water		2016-08-24	07:32:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										pH		8.05	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS160823DOp	Field Msr/Obs	Water		2016-08-23	07:39:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS										Dissolved oxygen (DO)		92.5	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160630S	Field Msr/Obs	Water		2016-06-30	08:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Conductivity		29.1	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP160713DO	Field Msr/Obs	Water		2016-07-13	09:20:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Dissolved oxygen (DO)		6.56	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO160908TP	Sample-Routine	Water		2016-09-08	07:35:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	12.98	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF160713S	Field Msr/Obs	Water		2016-07-13	07:35:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										Conductivity		36.2	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPP160825NH4	Sample-Routine	Water		2016-08-25	08:35:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	1.5	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA160906TB	Field Msr/Obs	Water		2016-09-06	08:54:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA										Turbidity		3.24	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB160906DO	Field Msr/Obs	Water		2016-09-06	08:31:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB										Dissolved oxygen (DO)		6.45	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO160714TP	Sample-Routine	Water		2016-07-14	08:12:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	14.86	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO160811TN	Sample-Routine	Water		2016-08-11	09:40:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	48.57	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160728pH	Field Msr/Obs	Water		2016-07-28	08:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										pH		7.99	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH160727S	Field Msr/Obs	Water		2016-07-27	08:05:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH										Conductivity		35	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO160712TP	Sample-Routine	Water		2016-07-12	07:19:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	24.52	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA160712TP	Sample-Routine	Water		2016-07-12	09:02:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	19.36	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM160728pH	Field Msr/Obs	Water		2016-07-28	07:25:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM										pH		8.03	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS160809T	Field Msr/Obs	Water		2016-08-09	07:45:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS										Temperature, water		25.9	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161020TN	Sample-Routine	Water		2016-10-20	08:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	83.49	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB161020TN	Sample-Routine	Water		2016-10-20	08:57:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	68.11	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB161004pH	Field Msr/Obs	Water		2016-10-04	08:35:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB										pH		8.15	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT160921NH4	Sample-Routine	Water		2016-09-21	08:20:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	7.55	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA161018DOp	Field Msr/Obs	Water		2016-10-18	08:57:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA										Dissolved oxygen (DO)		95.9	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB160920NH4	Sample-Routine	Water		2016-09-20	08:10:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	10.46	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM161103DOp	Field Msr/Obs	Water		2016-11-03	08:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Dissolved oxygen (DO)		87.9	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU161102pH	Field Msr/Obs	Water		2016-11-02	09:52:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU										pH		8.17	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM160922T	Field Msr/Obs	Water		2016-09-22	07:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM										Temperature, water		27.1	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH160921TN	Sample-Routine	Water		2016-09-21	07:52:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	108.6	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH161019T	Field Msr/Obs	Water		2016-10-19	08:51:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH										Temperature, water		27.2	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPP160616Si	Sample-Routine	Water		2016-06-16	10:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	145.4	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB160614PO4	Sample-Routine	Water		2016-06-14	09:50:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	9.4	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB170509NNN	Sample-Routine	Water		2017-05-09	07:30:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	156.2	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP170531DO	Field Msr/Obs	Water		2017-05-31	08:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Dissolved oxygen (DO)		6.8	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO170601S	Field Msr/Obs	Water		2017-06-01	07:20:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO										Conductivity		34.6	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB170601S	Field Msr/Obs	Water		2017-06-01	07:20:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB										Conductivity		34.8	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB170214PO4	Sample-Routine	Water		2017-02-14	09:13:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	10.08	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB170214NH4	Sample-Routine	Water		2017-02-14	08:45:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	6.22	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO170309DO	Field Msr/Obs	Water		2017-03-09	07:50:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO										Dissolved oxygen (DO)		6.26	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB170307TB	Field Msr/Obs	Water		2017-03-07	09:04:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB										Turbidity		3.84	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB170309NH4	Sample-Routine	Water		2017-03-09	08:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	6.13	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU170329pH	Field Msr/Obs	Water		2017-03-29	09:36:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU										pH		8.18	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO170328TN	Sample-Routine	Water		2017-03-28	07:41:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	159.83	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO170328NH4	Sample-Routine	Water		2017-03-28	07:41:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	7.49	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM170420DO	Field Msr/Obs	Water		2017-04-20	07:10:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM										Dissolved oxygen (DO)		5.82	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU170419DOp	Field Msr/Obs	Water		2017-04-19	08:18:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU										Dissolved oxygen (DO)		99	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU170419TB	Field Msr/Obs	Water		2017-04-19	08:18:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU										Turbidity		1.64	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB170418TP	Sample-Routine	Water		2017-04-18	07:30:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	13.35	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RNS170509DOp	Field Msr/Obs	Water		2017-05-09	07:30:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RNS										Dissolved oxygen (DO)		102.6	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB170511DOp	Field Msr/Obs	Water		2017-05-11	07:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB										Dissolved oxygen (DO)		106.3	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS170509pH	Field Msr/Obs	Water		2017-05-09	07:30:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS										pH		8.14	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP170510S	Field Msr/Obs	Water		2017-05-10	08:17:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Conductivity		34.6	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB170511TB	Field Msr/Obs	Water		2017-05-11	07:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB										Turbidity		5.97	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP170510TN	Sample-Routine	Water		2017-05-10	08:17:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	68.73	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT170913pH	Field Msr/Obs	Water		2017-09-13	10:14:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT										pH		8.08	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
